-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 11/01/2018 through 04/30/2019 in LST
Location: latitude  30.2013   longitude 71.4541 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 118.02 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2018,305,35.62,27.5,22.13,0.0,11.39
2018,306,31.69,24.35,18.82,0.0,11.18
2018,307,30.46,22.22,16.5,0.0,15.58
2018,308,30.24,20.44,12.26,0.0,17.55
2018,309,29.17,20.15,14.01,0.0,15.65
2018,310,29.15,19.81,11.92,0.0,16.27
2018,311,31.14,21.0,13.48,0.0,15.77
2018,312,31.29,22.44,14.72,0.0,14.54
2018,313,29.82,21.19,14.13,0.0,12.13
2018,314,30.61,21.43,14.72,0.0,10.21
2018,315,31.44,24.02,17.71,0.0,9.37
2018,316,30.15,22.48,16.64,0.0,9.91
2018,317,30.3,22.44,16.81,0.0,8.51
2018,318,29.63,21.76,16.01,0.0,12.34
2018,319,29.44,20.3,12.75,0.0,13.07
2018,320,28.86,21.38,15.26,0.0,13.47
2018,321,31.5,22.12,14.88,0.0,13.15
2018,322,29.66,22.01,16.08,0.0,13.0
2018,323,29.6,21.2,15.89,0.0,11.57
2018,324,29.92,21.75,15.03,0.0,14.12
2018,325,30.12,21.05,15.47,0.0,14.09
2018,326,28.81,20.43,14.62,0.0,9.67
2018,327,27.63,19.77,13.19,0.0,13.67
2018,328,30.86,21.0,14.49,0.0,14.52
2018,329,32.02,21.53,13.48,0.0,14.18
2018,330,31.3,21.74,14.68,0.0,12.93
2018,331,29.63,22.07,17.14,0.0,8.17
2018,332,29.58,21.72,15.26,0.0,10.72
2018,333,28.96,21.16,14.11,0.0,11.04
2018,334,28.74,20.96,14.32,0.0,13.26
2018,335,28.86,19.17,12.97,0.0,12.9
2018,336,28.85,19.62,12.41,0.0,12.0
2018,337,26.26,18.38,11.49,0.0,10.88
2018,338,26.84,19.89,13.42,0.0,10.26
2018,339,26.99,18.7,13.11,0.0,10.93
2018,340,25.6,16.72,10.45,0.0,10.13
2018,341,25.01,16.72,10.0,0.0,9.43
2018,342,24.72,17.05,10.79,0.0,9.94
2018,343,25.07,17.46,11.13,0.03,8.87
2018,344,23.64,16.51,11.66,0.72,9.22
2018,345,21.64,14.34,9.58,0.15,9.66
2018,346,22.04,14.5,8.36,0.0,12.1
2018,347,21.23,14.24,8.31,0.0,11.19
2018,348,21.63,14.64,8.99,0.0,11.8
2018,349,22.27,14.59,8.15,0.0,12.17
2018,350,22.83,14.94,9.26,0.0,13.1
2018,351,24.39,15.83,10.24,0.0,13.73
2018,352,25.4,15.19,9.39,0.0,13.43
2018,353,25.34,14.75,7.71,0.0,12.71
2018,354,23.23,13.87,6.14,0.0,12.36
2018,355,23.21,14.25,6.59,0.0,12.65
2018,356,22.83,13.7,7.9,0.0,12.23
2018,357,21.86,13.02,7.52,0.0,10.53
2018,358,20.13,12.08,5.47,0.0,10.56
2018,359,19.62,11.92,6.45,18.5,12.52
2018,360,21.63,11.36,4.38,0.0,11.79
2018,361,19.37,10.76,4.24,0.0,13.21
2018,362,19.94,11.13,4.79,0.0,11.49
2018,363,20.53,12.87,5.89,0.0,10.87
2018,364,20.54,12.75,7.95,0.0,10.66
2018,365,19.09,11.92,5.39,0.0,10.34
2019,1,21.84,13.32,8.0,0.0,9.58
2019,2,20.25,11.48,4.74,0.0,11.31
2019,3,20.61,12.45,5.67,0.0,11.69
2019,4,19.21,12.38,9.17,0.0,8.55
2019,5,19.74,11.67,7.03,0.0,10.46
2019,6,19.35,11.59,6.17,0.0,11.81
2019,7,19.14,12.14,4.75,0.0,10.5
2019,8,19.58,13.0,6.07,0.0,10.06
2019,9,22.53,13.74,7.22,0.0,13.84
2019,10,22.34,13.94,7.81,0.0,11.02
2019,11,18.33,11.56,6.52,0.0,11.09
2019,12,20.53,11.87,6.0,0.01,7.8
2019,13,18.79,10.68,5.29,0.0,12.67
2019,14,20.35,11.72,3.31,0.0,13.88
2019,15,23.39,13.39,6.49,0.0,12.23
2019,16,23.24,13.91,7.76,0.0,10.55
2019,17,20.36,12.59,5.48,31.82,13.46
2019,18,20.84,13.13,7.81,0.0,11.32
2019,19,18.79,12.09,6.82,0.0,10.81
