-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 11/01/2016 through 04/30/2017 in LST
Location: latitude  30.2013   longitude 71.4541 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 118.02 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2016,306,33.8,24.8,16.22,0.0,11.02
2016,307,34.16,25.24,18.44,0.0,12.27
2016,308,33.5,24.87,16.67,0.0,10.85
2016,309,34.15,24.67,17.5,0.0,10.98
2016,310,32.93,23.22,16.63,0.0,14.64
2016,311,29.93,20.8,13.25,0.0,13.38
2016,312,30.44,20.85,14.17,0.0,14.4
2016,313,32.07,21.69,13.12,0.0,14.88
2016,314,33.19,22.96,14.04,0.0,14.98
2016,315,32.85,22.44,13.81,0.0,13.0
2016,316,30.82,21.2,13.98,0.0,11.69
2016,317,30.2,20.49,14.22,0.01,10.08
2016,318,29.08,20.56,13.83,0.0,12.8
2016,319,29.39,21.08,15.41,0.0,12.97
2016,320,28.93,20.22,13.95,0.0,12.54
2016,321,28.85,20.47,12.86,0.0,12.05
2016,322,29.25,20.39,12.35,0.0,12.95
2016,323,30.2,21.23,13.54,0.0,13.3
2016,324,30.99,20.94,13.49,0.0,13.43
2016,325,31.12,21.43,14.11,0.0,11.51
2016,326,29.99,21.19,13.34,0.0,11.06
2016,327,27.31,20.13,13.19,0.0,11.03
2016,328,28.56,20.14,13.09,0.0,11.44
2016,329,29.13,20.95,14.45,0.0,10.93
2016,330,30.39,21.15,13.89,0.0,12.76
2016,331,29.9,21.26,13.91,0.0,12.93
2016,332,29.79,21.06,13.58,0.0,13.87
2016,333,30.67,20.57,12.71,0.0,14.16
2016,334,30.71,21.74,14.37,0.0,12.81
2016,335,29.8,20.63,14.38,0.0,11.82
2016,336,29.07,19.98,13.52,0.0,11.38
2016,337,30.02,20.41,13.18,0.0,13.18
2016,338,29.58,20.31,14.83,0.0,12.81
2016,339,29.85,20.34,13.6,0.0,11.65
2016,340,29.35,20.32,13.67,0.0,11.76
2016,341,29.28,21.38,14.38,0.0,11.34
2016,342,30.23,21.49,14.95,0.0,11.33
2016,343,28.68,20.87,14.34,0.0,9.87
2016,344,27.76,19.53,12.65,0.0,7.43
2016,345,28.13,19.27,12.36,0.0,6.27
2016,346,26.13,17.93,11.38,0.0,9.36
2016,347,26.3,18.08,11.42,0.0,10.51
2016,348,25.61,17.48,11.64,0.0,10.31
2016,349,27.15,19.32,13.56,0.0,12.52
2016,350,27.41,18.78,13.91,0.0,12.4
2016,351,25.07,17.4,10.38,0.0,11.33
2016,352,25.74,17.54,11.45,0.0,11.44
2016,353,26.22,17.85,11.78,0.0,10.99
2016,354,26.46,17.91,13.16,0.0,10.68
2016,355,27.09,18.59,10.38,0.0,12.63
2016,356,28.53,19.05,13.51,0.0,12.57
2016,357,29.23,19.44,11.21,0.0,12.9
2016,358,28.31,19.83,11.98,0.0,12.17
2016,359,25.56,17.19,11.53,0.0,11.93
2016,360,25.93,15.96,8.22,0.0,13.99
2016,361,26.16,16.81,12.21,0.0,12.72
2016,362,26.9,17.46,10.3,0.0,11.57
2016,363,28.69,19.77,12.72,0.0,10.78
2016,364,27.49,20.07,15.01,0.0,9.54
2016,365,25.29,16.95,11.34,0.0,6.13
2016,366,22.92,14.73,9.57,0.0,8.63
2017,1,23.42,14.81,9.01,0.0,11.32
2017,2,24.19,16.32,10.98,0.0,6.62
2017,3,22.42,15.43,10.01,0.0,4.39
2017,4,24.93,16.17,9.55,0.0,4.7
2017,5,23.16,16.38,9.61,0.03,8.2
2017,6,23.81,14.89,9.23,0.05,9.71
2017,7,20.93,13.3,6.28,0.0,9.4
2017,8,20.61,12.75,6.87,0.0,8.52
2017,9,19.11,11.04,4.44,0.0,12.47
2017,10,19.61,12.11,5.89,0.0,14.0
2017,11,20.69,11.67,4.5,0.0,14.23
2017,12,20.39,11.5,4.85,0.0,12.92
2017,13,20.67,12.13,5.36,0.0,11.72
2017,14,10.14,8.65,6.87,1.47,4.96
2017,15,16.94,9.57,5.2,1.75,2.53
2017,16,18.05,10.15,4.67,1.26,13.11
2017,17,21.0,12.56,6.58,0.0,13.75
2017,18,21.22,12.36,5.69,0.0,12.67
2017,19,19.28,11.05,5.46,0.0,13.37
2017,20,21.92,13.09,6.44,0.0,14.43
2017,21,20.54,13.84,9.68,0.0,10.41
2017,22,23.93,15.22,9.2,0.0,13.74
2017,23,24.93,15.51,7.55,0.19,9.38
2017,24,17.05,12.97,9.84,1.71,6.02
2017,25,18.71,13.19,10.53,1.98,7.69
2017,26,19.25,13.24,8.75,6.28,5.84
2017,27,21.83,13.85,6.37,0.0,12.38
2017,28,23.25,15.38,8.9,0.0,12.81
2017,29,24.14,16.67,10.06,0.0,13.36
2017,30,25.54,16.96,11.01,0.0,13.32
2017,31,23.82,15.72,8.66,0.0,14.23
2017,32,24.43,15.94,8.55,0.0,13.94
2017,33,25.07,16.05,9.93,0.0,9.94
2017,34,22.38,14.62,8.5,0.0,8.69
2017,35,23.76,15.0,8.42,2.85,4.83
2017,36,21.68,12.66,6.65,0.0,16.71
2017,37,21.92,12.71,5.09,0.0,16.2
2017,38,23.36,15.23,7.77,0.0,13.91
2017,39,25.31,16.74,9.59,0.0,15.45
2017,40,24.94,15.97,8.28,0.0,17.83
2017,41,25.84,15.9,8.29,0.0,18.7
2017,42,26.23,17.13,9.53,0.0,17.71
2017,43,25.78,16.04,7.4,0.0,17.23
2017,44,27.1,17.71,8.54,0.0,17.48
2017,45,29.68,19.89,12.15,0.0,13.2
2017,46,30.85,21.19,14.07,0.0,12.7
2017,47,30.03,21.9,15.82,0.0,8.86
2017,48,30.06,22.19,16.66,0.0,14.38
2017,49,29.39,22.02,16.19,0.0,13.96
2017,50,31.47,22.79,14.8,0.0,15.77
2017,51,28.22,20.01,11.55,0.0,19.93
2017,52,28.29,17.82,8.16,0.0,21.57
