-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 11/01/2022 through 04/30/2023 in LST
Location: latitude  30.2019   longitude 71.4532 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 118.02 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2022,305,34.32,25.26,18.58,0.0,12.29
2022,306,34.59,25.92,18.5,0.0,11.62
2022,307,35.64,27.12,20.35,0.0,11.71
2022,308,35.93,27.61,20.13,0.0,10.95
2022,309,34.77,26.27,19.76,0.0,11.13
2022,310,28.44,22.22,18.46,0.41,8.59
2022,311,29.39,21.78,16.24,0.0,12.99
2022,312,30.03,22.62,16.2,0.0,13.15
2022,313,31.5,24.16,18.74,0.0,11.42
2022,314,28.5,22.14,17.78,0.0,10.94
2022,315,30.68,22.7,15.94,0.0,12.83
2022,316,31.36,23.07,15.55,0.0,13.04
2022,317,28.46,21.85,15.55,0.06,10.14
2022,318,26.74,21.07,17.16,2.46,11.18
2022,319,27.03,19.04,13.24,0.02,12.28
2022,320,29.46,19.95,13.55,0.0,14.0
2022,321,28.09,19.48,12.21,0.0,15.19
2022,322,29.61,20.57,12.35,0.0,12.36
2022,323,29.33,20.98,14.31,0.0,12.1
2022,324,27.75,18.72,11.66,0.0,14.18
2022,325,28.99,19.92,12.64,0.0,14.7
2022,326,28.25,19.57,12.39,0.0,15.22
2022,327,30.03,21.14,12.96,0.0,15.37
2022,328,31.05,21.3,15.16,0.0,14.69
2022,329,30.32,21.15,14.11,0.0,13.84
2022,330,29.67,20.35,12.39,0.0,13.6
2022,331,29.55,20.95,12.9,0.0,13.67
2022,332,29.53,20.58,13.6,0.0,12.99
2022,333,28.94,20.09,13.79,0.0,12.37
2022,334,28.7,19.19,13.1,0.0,12.97
2022,335,28.61,19.54,13.63,0.0,11.84
2022,336,26.15,19.92,13.86,0.0,9.17
2022,337,25.55,17.26,11.08,0.0,9.95
2022,338,26.7,17.49,10.69,0.0,10.15
2022,339,27.0,17.78,11.93,0.0,11.3
2022,340,26.96,17.94,12.31,0.0,10.7
2022,341,26.36,18.0,10.96,0.0,11.17
2022,342,28.23,18.84,11.76,0.0,10.74
2022,343,25.37,18.01,11.07,0.0,10.68
2022,344,25.98,17.73,12.13,0.0,8.88
2022,345,26.82,18.11,11.74,0.0,12.27
2022,346,27.64,19.48,12.13,0.0,12.08
2022,347,25.4,17.46,12.2,0.0,12.58
2022,348,27.16,17.57,10.64,0.0,13.56
2022,349,26.63,17.57,10.6,0.0,13.33
2022,350,26.67,17.46,9.87,0.0,13.39
2022,351,27.94,18.56,11.81,0.0,12.64
2022,352,26.99,18.36,12.15,0.0,11.62
2022,353,25.9,17.55,10.24,0.0,10.61
2022,354,25.1,16.79,9.85,0.0,10.38
2022,355,24.24,16.38,10.14,0.0,11.37
2022,356,23.4,15.79,10.94,0.0,7.93
2022,357,23.51,14.54,8.79,0.0,6.25
2022,358,21.28,13.45,5.83,0.0,7.61
2022,359,21.72,14.18,8.69,0.0,6.03
2022,360,22.61,14.24,7.75,0.0,8.33
2022,361,23.39,14.9,8.93,0.0,8.72
2022,362,24.85,16.94,10.46,0.97,11.14
2022,363,25.23,18.53,14.14,2.05,4.55
2022,364,21.75,15.16,11.09,0.44,11.45
2022,365,22.73,14.85,8.52,0.0,13.56
2023,1,21.77,13.13,7.28,0.0,12.89
2023,2,22.08,12.45,5.74,0.0,12.97
2023,3,20.7,12.13,5.28,0.0,12.64
2023,4,21.25,12.99,6.77,0.0,14.35
2023,5,22.14,13.15,7.14,0.0,14.2
2023,6,20.99,12.57,6.92,0.0,9.0
